region_cd,region_nm,research_date,apt_type,price_gbn,rate,level_no
43110,청주시,202301,1,A,79.43012293642457,1
29140,서구,202301,1,A,75.27497240641303,1
26A01,동부산권,202301,1,A,59.366645060445286,1
41135,분당구,202301,1,A,51.52332949932564,3
48170,진주시,202301,1,A,78.84924546087491,1
27200,남구,202301,1,A,69.94715012771329,1
41111,장안구,202301,1,A,63.50232395949301,3
44000,충남,202301,1,A,78.04054207192294,0
11A13,서북권,202301,1,A,56.629684604775285,2
31200,북구,202301,1,A,76.50504972902556,1
50000,제주,202301,3,A,66.21772397479695,0
42150,강릉시,202301,1,A,78.50183646047758,1
11A02,강남지역,202301,7,A,43.861724239742806,1
A6000,8개도,202301,0,A,66.27853979216457,0
48000,경남,202301,0,A,67.19064588536861,0
11380,은평구,202301,1,A,57.87530341760413,3
47111,남구,202301,1,A,80.97682418964854,2
11A12,동북권,202301,3,A,71.35309286544751,2
48240,사천시,202301,1,A,79.1535167197172,1
11650,서초구,202301,1,A,52.26955892648287,3
A2001,지방권,202301,1,A,73.35783592040731,0
41310,구리시,202301,1,A,55.810877950727985,2
26200,영도구,202301,1,A,66.38711983775237,2
41000,경기,202301,0,A,63.20716721158627,0
30140,중구,202301,1,A,69.15872294205549,1
50130,서귀포시,202301,1,A,67.79218889410816,1
45113,덕진구,202301,1,A,77.53755259218305,2
26A01,동부산권,202301,3,A,63.96044040310569,1
43114,청원구,202301,1,A,77.25995574026399,2
46840,무안군,202301,1,A,75.78535019540125,1
44810,예산군,202301,1,A,68.45765058703589,1
41A02,경부1권,202301,7,A,43.599272031562954,1
A2001,지방권,202301,3,A,65.44797977589508,0
41550,안성시,202301,1,A,75.73941609091463,2
26320,북구,202301,1,A,71.66303025357108,2
42210,속초시,202301,1,A,73.70777732708893,1
26A02,중부산권,202301,3,A,62.220760379057836,1
41A04,경의권,202301,7,A,49.980829190053974,1
28140,동구,202301,1,A,75.83673340137891,1
41000,경기,202301,1,A,63.631585434590235,0
48250,김해시,202301,1,A,79.74029639295101,1
48127,마산회원구,202301,1,A,85.27464844015606,2
41A04,경의권,202301,1,M,64.90304593303881,1
11A15,동남권,202301,7,M,44.15961534787302,2
27000,대구,202301,7,M,39.6078431372549,0
29000,광주,202301,1,M,75.95471480037082,0
28185,연수구,202301,1,M,59.70396619871883,1
27260,수성구,202301,1,M,62.05450733752621,1
41A01,서해안권,202301,0,M,62.582056641230565,1
42190,태백시,202301,1,M,69.84978070175438,1
31200,북구,202301,1,M,76.14035087719299,1
11500,강서구,202301,1,M,55.12630014858841,3
47250,상주시,202301,1,M,70.37517599315353,1
11410,서대문구,202301,1,M,55.23627075351213,3
41A02,경부1권,202301,1,M,57.26779148392127,1
47110,포항시,202301,1,M,86.27685385681548,1
11440,마포구,202301,1,M,55.87649402390438,3
41A03,경부2권,202301,3,M,67.41573033707866,1
26440,강서구,202301,1,M,65.11549825409617,2
50000,제주,202301,3,M,65.34296028880865,0
11200,성동구,202301,1,M,51.24300477220449,3
27170,서구,202301,1,M,66.31964809384165,1
41290,과천시,202301,1,M,55.70175438596491,2
45111,완산구,202301,1,M,80.58823529411765,2
43113,흥덕구,202301,1,M,78.08979928836817,2
44000,충남,202301,7,M,44.96998615475069,0
41113,권선구,202301,1,M,63.55140186915887,3
28000,인천,202301,1,M,65.8371410285267,0
26A03,서부산권,202301,1,M,72.03431664369275,1
26410,금정구,202301,1,M,65.13409961685824,2
A2001,지방권,202301,7,M,45.49092050049739,0
45000,전북,202301,3,M,67.1593220338983,0
A1000,전국,202301,3,M,67.9329250671546,0
48127,마산회원구,202301,1,M,85.82829599778752,2
43150,제천시,202301,1,M,73.40286831812256,1
43000,충북,202301,1,M,78.70697808038526,0
41460,용인시,202301,1,AD,21.76376095544247,2
A3000,6대광역시,202301,0,AD,17.227706805792828,0
26230,부산진구,202301,1,AD,20.976807007617694,2
48125,마산합포구,202301,1,AD,35.17714103011735,2
11530,구로구,202301,1,AD,34.27219699491448,3
41650,포천시,202301,1,AD,19.07716361291566,2
26530,사상구,202301,1,AD,17.17745096351495,2
47000,경북,202301,7,AD,15.335100814267955,0
43000,충북,202301,1,AD,11.39386108311049,0
11740,강동구,202301,1,AD,42.930369731205225,3
48220,통영시,202301,1,AD,20.533833173860867,1
36000,세종,202301,3,AD,14.788492535956681,0
41465,수지구,202301,1,AD,26.101334236345984,3
26290,남구,202301,1,AD,16.678454022123674,2
27110,중구,202301,1,AD,8.218660253957905,1
A2000,수도권,202301,7,AD,26.811239297053547,0
29140,서구,202301,1,AD,17.744201314226782,1
31000,울산,202301,7,AD,26.76635029654964,0
11305,강북구,202301,1,AD,17.542171490360843,3
29110,동구,202301,1,AD,24.383387100123013,1
28000,인천,202301,0,AD,14.384793055380877,0
11000,서울,202301,7,AD,30.27392188726129,0
41630,양주시,202301,1,AD,17.052324753932332,2
42000,강원,202301,0,AD,12.947732576331752,0
26380,사하구,202301,1,AD,20.76512040915624,2
A2001,지방권,202301,3,AD,16.21543697758072,0
26A02,중부산권,202301,7,AD,29.599338100403656,1
11410,서대문구,202301,1,AD,28.409631765559283,3
43000,충북,202301,0,AD,13.157573501197964,0
41670,여주시,202301,1,AD,15.244104174701226,2
A3000,6대광역시,202301,3,AD,16.847700919921575,0
50000,제주,202301,0,AD,6.537628442096829,0
41270,안산시,202301,1,AD,15.008732741250363,2
48000,경남,202301,0,AD,23.27367913774801,0
48000,경남,202301,1,AD,20.807611885022297,0
42000,강원,202301,3,AD,10.947095281172402,0
11000,서울,202301,3,AD,22.75117603126886,0
28000,인천,202301,7,AD,23.78543745341478,0
31000,울산,202301,0,AD,16.416297402263925,0
29000,광주,202301,3,AD,14.84858346671823,0
41A05,경원권,202301,7,AD,19.758272909042482,1
11A13,서북권,202301,7,AD,29.826676302839942,2
45190,남원시,202301,1,AD,23.12608730962289,1
42210,속초시,202301,1,AD,9.089694594937617,1
47110,포항시,202301,1,AD,10.27100117961524,1
47210,영주시,202301,1,AD,12.057070602802895,1
41A01,서해안권,202301,0,AD,18.165868635037903,1
42000,강원,202301,7,AD,15.829312886715883,0
11A11,도심권,202301,7,AD,35.4275919917469,2
11A15,동남권,202301,1,AD,41.88749264396124,2
44130,천안시,202301,1,MD,9.882430887745322,1
41000,경기,202301,7,MD,22.829186371404514,0
41570,김포시,202301,1,MD,15.384615384615385,2
44131,동남구,202301,1,MD,10.033557046979865,2
30000,대전,202301,3,MD,16.666666666666664,0
26140,서구,202301,1,MD,38.32752613240418,2
11545,금천구,202301,1,MD,18.726591760299627,3
45130,군산시,202301,1,MD,11.538461538461538,1
41131,수정구,202301,1,MD,17.33102253032929,3
41A05,경원권,202301,3,MD,16.597796143250687,1
11A13,서북권,202301,7,MD,29.06606474344858,2
48129,진해구,202301,1,MD,14.285714285714285,2
50000,제주,202301,7,MD,5.861664712778429,0
41A02,경부1권,202301,3,MD,19.864041859667182,1
26200,영도구,202301,1,MD,18.927633150226892,2
11000,서울,202301,1,MD,30.978445752148065,0
A5000,5대광역시,202301,7,MD,23.248608876062963,0
28245,계양구,202301,1,MD,11.09265411590993,1
30000,대전,202301,7,MD,22.22222222222222,0
A3000,6대광역시,202301,1,MD,13.403190606702953,0
41A01,서해안권,202301,3,MD,17.5,1
50000,제주,202301,0,MD,5.209628685834307,0
41A03,경부2권,202301,3,MD,15.384615384615385,1
43770,음성군,202301,1,MD,10.16260162601626,1
26A01,동부산권,202301,0,MD,17.206135054910998,1
48120,창원시,202301,1,MD,23.999751266953073,1
28000,인천,202301,7,MD,21.445993031358885,0
28237,부평구,202301,1,MD,12.048387096774194,1
48250,김해시,202301,1,MD,11.641443538998836,1
11A15,동남권,202301,7,MD,30.771994326452912,2
41135,분당구,202301,1,MD,22.123893805309734,3
47130,경주시,202301,1,MD,8.830409356725147,1
26110,중구,202301,1,MD,30.588191274414427,2
26A03,서부산권,202301,3,MD,21.496489824935573,1
36000,세종,202301,7,MD,16.196503918022906,0
A6000,8개도,202301,1,MD,12.929508690338004,0
42110,춘천시,202301,1,MD,8.849557522123893,1
28200,남동구,202301,1,MD,11.320754716981133,1
46170,나주시,202301,1,MD,9.049773755656108,1
41281,덕양구,202301,1,MD,18.214996682149966,3
30230,대덕구,202301,1,MD,14.634146341463413,1
43111,상당구,202301,1,MD,11.029411764705882,2
27140,동구,202301,1,MD,10.309278350515463,1
41210,광명시,202301,1,MD,14.184425701776975,2
11A13,서북권,202301,1,MD,30.936340884087834,2
26A03,서부산권,202301,0,MD,17.42016159270675,1
41A06,동부1권,202301,7,MD,23.102498546081,1
41450,하남시,202301,1,MD,37.14177328689174,2
41430,의왕시,202301,1,MD,14.623008577121405,2
42230,삼척시,202301,1,MD,15.772870662460567,1
47113,북구,202301,1,MD,8.695652173913043,2
11740,강동구,202301,1,MD,43.0416068866571,3
46150,순천시,202303,1,M,80.23379383634432,1
A9000,9개도,202303,0,M,64.57781024054509,0
A3000,6대광역시,202303,7,M,44.49488492464759,0
48000,경남,202303,3,M,66.11536358665937,0
29000,광주,202303,3,M,67.80538749639872,0
11A13,서북권,202303,1,M,54.26796386551608,2
27200,남구,202303,1,M,71.18181818181817,1
11A02,강남지역,202303,7,M,44.34674706172277,1
44180,보령시,202303,1,M,73.70365412929996,1
41A04,경의권,202303,7,M,49.80988593155893,1
26410,금정구,202303,1,M,64.44444444444444,2
30200,유성구,202303,1,M,67.4130934337261,1
26200,영도구,202303,1,M,67.87978142076503,2
41A03,경부2권,202303,7,M,49.73977196512408,1
43770,음성군,202303,1,M,70.53571428571429,1
28000,인천,202303,0,M,64.9648608667377,0
41500,이천시,202303,1,M,86.9767441860465,2
A1000,전국,202303,3,M,67.94246938628008,0
43150,제천시,202303,1,M,74.19354838709677,1
11A02,강남지역,202303,1,M,50.67664374072655,1
28000,인천,202303,3,M,68.16625155666252,0
41630,양주시,202303,1,M,63.60424028268551,2
41A06,동부1권,202303,0,M,63.08698738934089,1
11290,성북구,202303,1,M,56.91558515902678,3
47000,경북,202303,0,M,65.1185004135338,0
44130,천안시,202303,1,AD,12.502825374062935,1
26440,강서구,202303,1,AD,10.273614415154976,2
26320,북구,202303,1,AD,18.410342987889887,2
A2001,지방권,202303,7,AD,20.788411907447852,0
26A03,서부산권,202303,1,AD,18.209221058413107,1
44131,동남구,202303,1,AD,11.965724299222764,2
43113,흥덕구,202303,1,AD,10.327824430193724,2
11A11,도심권,202303,1,AD,29.382814476344944,2
41465,수지구,202303,1,AD,28.049534858744106,3
26290,남구,202303,1,AD,18.10925835983597,2
41287,일산서구,202303,1,AD,15.229383799361903,3
26410,금정구,202303,1,AD,26.957206316482395,2
41610,광주시,202303,1,AD,24.412344345817232,2
26A02,중부산권,202303,3,AD,23.38579452844962,1
A6000,8개도,202303,1,AD,15.325360021268091,0
11A14,서남권,202303,3,AD,21.947454012618152,2
42000,강원,202303,1,AD,11.64134733931278,0
45180,정읍시,202303,1,AD,19.9709664080654,1
11A02,강남지역,202303,7,AD,30.970037495351843,1
43770,음성군,202303,1,AD,11.961283290572977,1
41271,상록구,202303,1,AD,14.98480637629144,3
47130,경주시,202303,1,AD,11.982976277907758,1
48000,경남,202303,0,AD,23.446989201954473,0
27000,대구,202303,3,AD,13.599667193917847,0
45113,덕진구,202303,1,AD,28.357924645119994,2
41310,구리시,202303,1,AD,28.58428397711198,2
41A02,경부1권,202303,7,AD,30.38879760774128,1
28000,인천,202303,7,AD,23.803104539608906,0
31000,울산,202303,0,AD,16.982070274090137,0
29000,광주,202303,3,AD,14.873631868665907,0
11A15,동남권,202303,7,AD,36.93267296547139,2
45190,남원시,202303,1,AD,23.28573575010132,1
11A12,동북권,202303,3,AD,21.912628654054625,2
26A01,동부산권,202303,7,AD,26.26774303900845,1
43112,서원구,202303,1,AD,13.45735616205184,2
41A07,동부2권,202303,1,AD,12.93179981297001,1
42130,원주시,202303,1,AD,9.622504813594238,1
26470,연제구,202303,1,MD,20.449983271997326,2
28110,중구,202303,1,MD,11.80033416875522,1
11410,서대문구,202303,1,MD,24.76780185758514,3
44130,천안시,202303,1,MD,10.125954070458134,1
45180,정읍시,202303,1,MD,17.39652372161527,1
26A02,중부산권,202303,0,MD,19.63357353626275,1
48220,통영시,202303,1,MD,15.564437984496124,1
30000,대전,202303,3,MD,16.666666666666664,0
44810,예산군,202303,1,MD,13.55947784519213,1
41131,수정구,202303,1,MD,17.543859649122805,3
A6000,8개도,202303,0,MD,15.445372424296522,0
11000,서울,202303,0,MD,28.848370783627608,0
47280,문경시,202303,1,MD,11.968262753105975,1
41550,안성시,202303,1,MD,9.945303304550805,2
27110,중구,202303,1,MD,8,1
48310,거제시,202303,1,MD,8.620689655172415,1
11A11,도심권,202303,7,MD,29.29580047680176,2
41A02,경부1권,202303,3,MD,20,1
31000,울산,202303,0,MD,14.333855374552043,0
43000,충북,202303,1,MD,9.755722495953071,0
28260,서구,202303,1,MD,11.38524023505012,1
11A13,서북권,202303,3,MD,22.978421970357456,2
26A01,동부산권,202303,0,MD,18.05471956712269,1
11A11,도심권,202303,1,MD,22.31209629904255,2
42130,원주시,202303,1,MD,8.881106746801699,1
11110,종로구,202303,1,MD,35.714285714285715,3
26500,수영구,202303,1,MD,13.761467889908257,2
44210,서산시,202303,1,MD,10.645933918141912,1
11A02,강남지역,202303,3,MD,22.942932746649547,1
11A15,동남권,202303,3,MD,23.076923076923077,2
46130,여수시,202303,1,MD,11.370100320612266,1
45190,남원시,202303,1,MD,21.598272138228943,1
47110,포항시,202303,1,MD,9.617762280158306,1
41310,구리시,202303,1,MD,25.976830017070483,2
29110,동구,202303,1,MD,23.696682464454977,1
A2001,지방권,202303,1,MD,13.742586569787187,0
11A12,동북권,202303,0,MD,20.278976250564426,2
41150,의정부시,202303,1,MD,12.685046127440463,2
A6000,8개도,202303,3,MD,13.73080858091879,0
11A15,동남권,202303,1,MD,45.26480619624025,2
41270,안산시,202303,1,MD,11.676744572020095,2
50000,제주,202303,3,MD,5.128205128205128,0
42000,강원,202303,3,MD,10.204081632653061,0
11170,용산구,202303,1,MD,23.56813839477465,3
A3000,6대광역시,202303,3,MD,16.24870494592794,0
30110,동구,202303,1,MD,17.482517482517483,1
47230,영천시,202303,1,MD,11.461412151067323,1
42230,삼척시,202303,1,MD,15.723270440251572,1
47190,구미시,202303,1,MD,10.245912395349448,1
31000,울산,202303,3,MD,16.94915254237288,0
41610,광주시,202303,1,MD,15.576475155279502,2
11470,양천구,202303,1,MD,45.074141783465365,3
41A01,서해안권,202303,1,MD,12.916388393274342,1
46000,전남,202303,7,A,48.37377415650388,0
48129,진해구,202303,1,A,75.30303732490916,2
50000,제주,202303,0,A,59.323274906947134,0
43110,청주시,202303,1,A,79.15845277643902,1
48125,마산합포구,202303,1,A,81.53654834294218,2
11320,도봉구,202303,1,A,52.93006389903564,3
11000,서울,202303,7,A,44.44268319607564,0
26410,금정구,202303,1,A,65.15894365985048,2
44210,서산시,202303,1,A,81.98014628548175,1
28177,미추홀구,202303,1,A,71.83756441652953,1
26A02,중부산권,202303,7,A,41.93071010751901,1
50000,제주,202303,3,A,66.29920446732189,0
28000,인천,202303,1,A,64.76426701223814,0
11440,마포구,202303,1,A,54.650704071799986,3
A2000,수도권,202303,0,A,61.21994528037119,0
26A01,동부산권,202303,0,A,57.65659122728167,1
41630,양주시,202303,1,A,63.384977795221786,2
31000,울산,202303,7,A,49.09977609750883,0
28000,인천,202303,0,A,65.36494598674342,0
11620,관악구,202303,1,A,58.564297600448846,3
42000,강원,202303,7,A,51.07452042837196,0
11260,중랑구,202303,1,A,61.393631491008485,3
43000,충북,202303,7,A,47.022113826421716,0
41000,경기,202303,0,A,62.331301561711804,0
11000,서울,202303,1,A,53.01569714695916,0
11A02,강남지역,202303,0,A,57.30014256880154,1
41360,남양주시,202303,1,A,65.17662730377322,2
43150,제천시,202303,1,A,74.86825499618841,1
A1000,전국,202303,3,A,67.9877627952438,0
11A13,서북권,202303,0,A,61.14147238867423,2
45000,전북,202303,3,A,65.96343293183942,0
26260,동래구,202303,1,A,60.263010081886016,2
26320,북구,202303,1,A,70.48138497176387,2
41A04,경의권,202303,0,A,63.675071912044025,1
11A15,동남권,202303,3,A,69.51304976861846,2
45000,전북,202303,1,A,78.67284124704445,0
26380,사하구,202303,1,A,69.28208774688488,2
41450,하남시,202303,1,A,56.012909231217414,2
28260,서구,202303,1,A,61.70864283507517,1
48127,마산회원구,202303,1,A,85.2668273789223,2
41273,단원구,202303,1,A,57.163718444472266,3
50000,제주,202303,7,M,47.24770642201835,0
41A07,동부2권,202303,3,M,69.00656814449918,1
A6000,8개도,202303,7,M,46.01251348341525,0
48121,의창구,202303,1,M,77.01863354037268,2
11A02,강남지역,202303,0,M,56.704331062036864,1
11110,종로구,202303,1,M,60.70175438596491,3
48000,경남,202303,7,M,45.744680851063826,0
50110,제주시,202303,1,M,63.903743315508024,1
26A02,중부산권,202303,1,M,63.45528723290429,1
48250,김해시,202303,1,M,81.48148148148148,1
27000,대구,202303,7,M,39.59183673469388,0
11A14,서남권,202303,0,M,57.881744718143636,2
11A13,서북권,202303,0,M,60.2041249530093,2
41A01,서해안권,202303,0,M,61.386282380994395,1
41287,일산서구,202303,1,M,62.56328384458427,3
30000,대전,202303,0,M,65.14495368563328,0
11710,송파구,202303,1,M,46.977367981702464,3
46000,전남,202303,1,M,78.08280954229856,0
41A06,동부1권,202304,0,A,63.14451832057255,1
47000,경북,202304,3,A,63.844029996061295,0
26350,해운대구,202304,1,A,51.185567113155884,2
47290,경산시,202304,1,A,78.65488016414255,1
26A02,중부산권,202304,0,A,60.103763124352994,1
11A01,강북지역,202304,7,A,44.81485081432846,1
11320,도봉구,202304,1,A,52.73980298242803,3
47850,칠곡군,202304,1,A,77.73461542482939,1
41A01,서해안권,202304,3,A,66.76674118152474,1
41285,일산동구,202304,1,A,62.51288783235973,3
42130,원주시,202304,1,A,75.26788321495496,1
43114,청원구,202304,1,M,76.80087315061847,2
26140,서구,202304,1,M,71.29496402877697,2
28140,동구,202304,1,M,76.69421487603306,1
30000,대전,202304,7,A,48.53197580280629,0
11A13,서북권,202304,7,A,44.552251018818154,2
41A06,동부1권,202304,1,A,62.35559995833769,1
47150,김천시,202304,1,A,74.66016096226966,1
A1000,전국,202304,1,A,66.3950353305922,0
41173,동안구,202304,1,A,56.01729148912437,3
11740,강동구,202304,1,A,56.22643125404594,3
48000,경남,202304,3,A,66.6449396933065,0
48330,양산시,202304,1,A,69.52067031136957,1
47230,영천시,202304,1,A,76.39423242523222,1
11410,서대문구,202304,1,A,55.653743447894996,3
11620,관악구,202304,1,A,58.37488802549948,3
48310,거제시,202304,1,A,70.73416720513902,1
44131,동남구,202304,1,A,79.20112754173127,2
50130,서귀포시,202304,1,A,67.68237633325957,1
11A15,동남권,202304,7,A,42.032275958287435,2
31140,남구,202304,1,A,71.27335342902651,1
41000,경기,202304,7,A,49.836496005033666,0
26A01,동부산권,202304,3,A,64.08216421122057,1
41A02,경부1권,202304,1,A,56.33523575362541,1
11A01,강북지역,202304,1,M,53.18718962186423,1
47290,경산시,202304,1,M,80.46875,1
A9000,9개도,202304,7,M,46.61798177230235,0
