region_cd,region_nm,research_date,deal_obj,all_area,age01_area,age02_area,age04_area,age05_area,age06_area,age07_area
41830,양평군,202110,06,30020.9429,756.0033,3233.5407,8056.7465,6055.7973,4466.6659,810.44
51150,강릉시,202110,06,29523.2121,1508.4593,4154.7359,6524.1152,5495.3698,2122.5209,1404.7388
41670,여주시,202110,06,22382.7884,862.2182,2834.6404,4616.7938,5206.4005,1988.8772,1451.0991
43000,충북,202110,06,261209.7461,12091.8995,40026.4225,53956.7925,54559.7386,17390.6982,29105.1981
44270,당진시,202110,06,30407.0649,1833.7069,6501.3572,5077.6864,4327.5808,1751.6747,3053.8033
44150,공주시,202110,06,11626.6961,731.0852,1026.035,2196.4333,2842.3162,892.1674,2146.0476
45130,군산시,202110,06,56530.5035,1848.7098,8842.9277,13496.3555,10917.8367,2576.2237,6218.8539
45720,진안군,202110,06,1925.795,0,102.985,688.75,624.52,158.38,65.3
46730,구례군,202110,06,2588.204,0,271.34,1066.62,513.83,57.42,334.884
46800,장흥군,202110,06,1861.5825,113.8,111.4473,474.37,517.7329,155.47,0
47770,영덕군,202110,06,2305.0962,104.7931,156.8887,674.945,545.2904,99.81,0
47830,고령군,202110,06,1970.7527,81.1612,150.2505,208.7405,690.44,100.92,0
48121,의창구,202110,06,32969.7093,1754.377,6714.1038,6895.4,6770.8612,1956.868,667.3064
48170,진주시,202110,06,57503.0679,2774.8555,11018.4366,14343.1278,8252.1797,2715.8544,2404.548
48820,고성군,202110,06,6253.901,276.7777,846.6322,2141.5699,2128.6626,274.43,138
11350,노원구,202110,06,17839.6602,1182.6064,4901.9218,2163.6878,1805.4936,994.02,1223.52
11000,서울,202110,06,559248.01347,33419.9035,113390.4565,107055.04147,66378.0229,36354.4764,78625.6796
26110,중구,202110,06,9190.8877,474.463,407.0555,1525.8644,668.5648,779.68,4452.93
26380,사하구,202110,06,32498.9181,1068.371,6394.3983,6652.6961,6497.3162,1957.5608,2897.5265
26440,강서구,202110,06,8396.8471,366.788,2985.7863,1862.5184,735.3142,353.2278,179.9035
27710,달성군,202110,06,23257.8173,1474.5831,4999.4838,4691.6471,4710.7392,1842.5773,124.9314
28200,남동구,202110,06,58666.4916,4164.3989,8973.0661,10074.6679,8685.3494,3909.1431,11153.643
41000,경기,202110,06,1350886.7037,82473.5201,278337.3356,274378.56,208943.6991,100495.7887,72047.423
36000,세종,202110,06,25078.0031,1518.0038,5244.0239,4320.7134,3068.8909,1921.462,639.13
41310,구리시,202110,06,12546.0617,490.44,2196.4538,2578.6783,1214.6872,1222.8436,951.01
41410,군포시,202110,06,15574.3371,1677.8154,3885.214,3365.05,1715.1977,844.8007,441.65
51730,횡성군,202110,06,9205.4043,79.4,776.1069,2559.728,3140.2105,433.777,87.44
51780,철원군,202110,06,3013.216,0,618.904,862.865,1199.417,72.82,0
51800,양구군,202110,06,1652.405,0,166.33,461.29,297.275,283.03,0
43730,옥천군,202110,06,4621.794,175.1911,750.919,1187.3903,1084.62,593.845,205.64
45180,정읍시,202110,06,9194.9049,445.226,1411.8221,1675.5228,2021.4668,1029.4531,781.659
45140,익산시,202110,06,34922.2338,1480.0991,6455.3488,6524.3631,5479.6648,3192.3071,4057.2013
46230,광양시,202110,06,17356.736,517.041,2752.0946,3855.2665,2750.6829,443.2616,2488.84
47000,경북,202110,06,373120.60655,15738.0467,66081.791,85725.9323,57694.816,22917.8753,36538.1323
47210,영주시,202110,06,12797.7265,438.8314,1185.3771,3115.5859,2698.0178,1594.7367,1301.48
48125,마산합포구,202110,06,39916.4165,1268.397,7723.7379,8402.4361,6397.612,3321.761,2473.9342
47940,울릉군,202110,06,439.04,0,34.32,81.32,53.9,50.06,0
48310,거제시,202110,06,76331.1956,1305.1339,7141.3311,7270.2103,5291.2507,2779.8525,41738.1095
11230,동대문구,202110,06,16704.3685,546.463,4425.0858,3814.4894,2391.7453,804.065,2096.36
11320,도봉구,202110,06,18755.4395,1835.2294,2529.9457,3509.388,2233.911,2028.7421,2258.948
26410,금정구,202110,06,27244.1237,1278.8241,3935.3516,3485.8269,3741.8101,3305.3711,5943.7963
28185,연수구,202110,06,72230.464,1925.4331,18479.8149,16530.2793,5534.461,1406.854,1249.954
31000,울산,202110,06,162549.8138,8397.7199,31786.6714,28718.8829,20318.8622,7273.1154,30568.5292
31110,중구,202110,06,32020.7955,1599.6083,4688.2225,4306.3922,2333.1573,1799.0607,12949.6082
41135,분당구,202110,06,41450.6946,348.4007,7103.419,7473.0722,8494.647,3973.92,131.55
41285,일산동구,202110,06,24379.492,1920.8875,6603.2933,4949.1282,3665.682,1570.2876,0
51720,홍천군,202110,06,9454.0784,322.8481,983.8004,2489.3898,2719.5236,800.27,407.58
44200,아산시,202110,06,63901.8914,3214.2905,12578.6138,13290.1503,10455.6327,4223.8079,3220.7184
43750,진천군,202110,06,7782.7812,362.45,954.0384,2069.4446,1149.0985,481.9737,395.1337
44710,금산군,202110,06,5284.1359,118.34,643.6255,1445.05,970.8054,386.3884,0
46770,고흥군,202110,06,4568.715,0,297.87,1941.725,765.73,795.25,0
46820,해남군,202110,06,4990.7433,315.4282,519.6337,1184.8294,1384.2103,262.5643,150.7
47130,경주시,202110,06,30249.2437,1225.8301,4394.715,9309.593,5190.8236,1673.1755,2110.947
47720,군위군,202110,06,1358.0755,194.05,147.11,323.595,245.48,146.9175,56.728
30230,대덕구,202108,07,10057.7013,837.2468,2460.8624,1787.6578,1486.8048,1214.3559,155.2438
28260,서구,202108,07,62349.7111,3713.2251,19181.3699,10328.2557,8000.6835,3598.4824,931.6587
36110,세종시,202108,07,58437.1432,1485.0363,10904.3783,13900.8782,7564.0597,2739.1099,119.0227
41133,중원구,202108,07,8934.4862,296.866,2110.04,1841.41,1564.2082,463.21,0
41290,과천시,202108,07,2198.6457,11.09,481.9885,144.88,382.7,0,0
41500,이천시,202108,07,33804.3746,3576.7572,7773.6417,5505.9896,4438.4516,1519.6343,3237.3297
41450,하남시,202108,07,31050.7131,961.2527,8391.3219,4252.5097,3971.2307,3061.2829,0
51150,강릉시,202108,07,21587.8664,601.367,3583.2662,5564.1033,4334.1173,1188.6542,617.103
51830,양양군,202108,07,2971.5049,64.7552,552.7766,690.7129,455.128,328.854,142.5152
43000,충북,202108,07,164858.9775,9221.8758,35315.0721,27968.4926,21456.9023,9358.8379,22923.592
44200,아산시,202108,07,59082.4222,3454.6227,13542.5608,10437.254,6607.541,4278.5574,4601.542
44133,서북구,202108,07,72912.6632,6673.3598,17284.4927,11171.5365,8236.6882,3485.1122,8925.0284
45210,김제시,202108,07,2017.6636,209.6584,645.8937,391.0798,275.7893,0,0
45180,정읍시,202108,07,4018.0095,299.345,482.8603,877.4544,721.505,490.05,59.94
46150,순천시,202108,07,35727.1954,1519.0206,5219.2734,6252.4551,3131.5384,1491.303,12194.0453
26140,서구,202108,07,8803.0751,317.3078,1178.8764,1416.7491,1065.5006,911.0025,1693.43
11140,중구,202108,07,4095.3074,364.482,1535.787,441.644,184.035,270.675,59.94
11590,동작구,202108,07,13810.1656,413.8825,4721.6697,1526.0291,760.5785,823.1251,1228.627
11380,은평구,202108,07,13809.8483,399.2933,5167.1958,2199.9653,1343.03,1248.2686,0
26260,동래구,202108,07,20755.1276,683.1626,5161.8675,3604.8155,2318.9037,1751.1897,373.305
28245,계양구,202108,07,23506.8893,2394.79,5710.1813,5629.8828,3142.1268,1011.1764,912.89
29000,광주,202108,07,187096.1421,12377.6092,48883.3677,28042.907,18733.4799,9550.677,22054.5381
31000,울산,202108,07,125810.5563,7649.5584,31940.2953,20859.1408,13837.2568,4892.7736,13805.9232
31710,울주군,202108,07,21863.1104,1011.9479,4397.3904,5057.2907,4680.2617,780.7453,1257.1086
41360,남양주시,202108,07,74861.2695,3904.2424,21077.6529,16074.5948,7775.8436,5539.7845,0
41310,구리시,202108,07,11555.1128,316.067,4075.9394,1404.8382,1212.1568,1006.9581,0
51780,철원군,202108,07,698.4321,59.83,59.805,59.85,312.102,59.91,0
51170,동해시,202108,07,10191.4754,356.7769,1218.333,3288.5708,1992.7389,610.7165,220.047
51800,양구군,202108,07,482.57,0,320.55,84.9,0,0,0
43112,서원구,202108,07,30181.7279,1765.8641,5715.3836,4702.7013,3350.4665,1775.1975,7235.4564
44230,논산시,202108,07,3827.0713,100.91,703.1897,1047.7835,762.6396,287.16,84.839
45710,완주군,202108,07,7487.6181,194.3635,2187.1668,1060.7185,1344.8419,328.963,893.9875
45000,전북,202108,07,189382.3314,9846.6076,39107.0453,36586.9389,27515.2924,12293.1447,22947.2096
11215,광진구,202108,07,7143.351,189.71,2292.51,1243.13,354.32,432.366,0
26110,중구,202108,07,1824.7092,0,345.1352,268.98,173.59,305.365,219.98
26470,연제구,202108,07,19372.9605,530.0064,6922.1525,3202.8275,2454.123,1189.7759,230.3494
27710,달성군,202108,07,21476.6925,885.984,5562.037,4179.2542,2060.5241,838.5288,3600.4909
29200,광산구,202108,07,52421.1447,3837.2543,15981.3671,7758.0144,5168.3481,1603.7372,3266.1137
31170,동구,202108,07,15682.8353,1040.4683,3851.7347,2054.717,1398.4751,690.9208,1736.385
41285,일산동구,202108,07,19328.1278,1206.1672,5518.5973,3148.3351,2252.698,1018.2213,199.38
41830,양평군,202108,07,4675.8159,232.2335,829.134,1198.4525,281.0026,671.152,70.9671
43740,영동군,202108,07,1228.0033,0,207.1499,225.8469,341.608,144.664,0
43113,흥덕구,202108,07,34052.0615,2433.9781,8390.6748,5922.723,3368.8516,1534.3115,5076.3527
45740,장수군,202108,07,84.14,0,84.14,0,0,0,0
45113,덕진구,202108,07,49133.5585,3201.623,11164.0997,8241.8335,5987.191,2367.6757,6415.4371
48120,창원시,202108,06,163637.8809,7792.9366,37635.635,32154.0964,25171.9023,10092.1442,11917.9344
41170,안양시,202108,06,53979.1377,3672.1509,14370.8808,8845.3208,5782.8593,4090.1983,5165.344
41110,수원시,202108,06,166043.8585,12233.4285,45096.2451,30318.0462,17270.2409,9939.4263,1865.4785
45110,전주시,202108,06,114815.438,6492.3291,20920.6628,22403.2913,18738.0118,8060.7252,13363.3239
41460,용인시,202108,06,161883.8213,7960.5582,49818.6682,31065.6515,15808.8431,9457.0135,3012.4264
44130,천안시,202108,06,138199.5897,9940.1106,26553.5407,26511.3269,19284.7896,9850.0225,12994.6073
41280,고양시,202108,06,124942.7042,9483.8386,34141.5114,24718.3811,16557.0031,10180.5955,1376.96
41130,성남시,202108,06,77035.2468,4341.2523,17913.6929,14981.4408,9256.4131,4854.6493,2290.2662
41270,안산시,202108,06,68744.0082,5082.7497,11900.5657,18895.9407,10514.4141,3702.2187,6440.7393
43110,청주시,202108,06,157223.0995,8712.4331,26833.7192,31186.7566,23361.9589,8003.642,29943.9616
47280,문경시,202110,06,7530.7806,186.88,1225.4447,1664.2811,2273.5901,362.5394,420.0318
48890,합천군,202110,06,2014.715,0,449.98,715.215,429.85,285.64,0
11170,용산구,202110,07,6000.5239,182.04,2673.1625,1470.7248,229.61,289.32,0
11290,성북구,202110,07,11142.0474,370.2544,4487.5408,1712.82,752.49,781.272,59.77
A1000,전국,202110,07,3479216.21477,196944.3146,830502.71125,640367.89735,443881.9765,227348.9321,197003.91742
11200,성동구,202110,07,7362.6798,459.1882,2980.8996,845.0286,449.662,395.21,0
11320,도봉구,202110,07,6579.0865,305.3094,1456.4257,1346.928,998.631,349.3921,0
11590,동작구,202110,07,7345.7595,75.7952,2932.63,1356.8615,760.526,685.0336,132.43
11620,관악구,202110,07,8374.448,698.56,2869.685,1356.577,693.796,766.393,14.06
11440,마포구,202110,07,8378.7151,203.293,2317.0626,1489.7428,1185.9357,820.257,84.98
11470,양천구,202110,07,7525.7704,307.94,2099.6818,673.2937,922.0246,309.826,47.6
11560,영등포구,202110,07,7587.5943,310.6872,3139.9059,1274.051,413.29,279.803,0
11710,송파구,202110,07,12404.9804,374.3279,4803.7209,2525.3164,784.22,592.7357,0
11740,강동구,202110,07,8120.0518,391.38,1874.7018,1180.72,758.321,883.243,0
26470,연제구,202110,07,11432.4937,945.9588,3094.25,2306.4454,1575.8897,1335.2876,98.655
26500,수영구,202110,07,7340.5384,121.825,1332.4718,1421.0047,1110.8766,735.8304,385.78
26170,동구,202110,07,3177.3202,311.3308,639.8421,748.9039,427.1395,281.6842,327.5366
26290,남구,202110,07,18358.5776,1066.0931,5188.4405,3604.3489,2851.8023,1799.3469,315.78
26410,금정구,202110,07,15126.8133,1086.2441,3147.2896,2308.6713,1992.2101,1746.6511,273.0963
27000,대구,202110,07,99357.1996,5380.6395,22437.6061,21010.4779,16052.8562,8584.5918,3507.751
27260,수성구,202110,07,11288.1949,906.7986,3183.9131,1548.3111,1554.4367,929.5999,55.054
28185,연수구,202110,07,66159.516,1547.2631,17614.2029,14658.1643,4350.481,1028.914,734.759
27170,서구,202110,07,2435.8103,200.387,663.928,739.6565,433.3294,143.2644,0
27290,달서구,202110,07,23590.8114,1305.2108,5651.132,5273.3137,3936.3308,2215.2731,662.6106
27110,중구,202110,07,1889.7671,81.3692,547.8149,306.4087,379.6992,282.5658,86.94
30140,중구,202110,07,13765.5216,1074.4702,2235.7569,2784.9832,2026.1698,915.9238,552.6545
29200,광산구,202110,07,42277.5475,3271.7139,11973.4093,6785.2589,3478.8228,2626.0297,2229.5796
29140,서구,202110,07,35100.3226,2348.9356,9828.7032,5569.8568,3306.4796,2401.9646,2776.7176
28710,강화군,202110,07,1403.3844,146.9664,236.213,152.8,137.3742,391.2308,0
30200,유성구,202110,07,22080.0561,1008.8239,7036.1961,3618.7646,2168.7168,1673.0116,607.5297
28720,옹진군,202110,07,0,0,0,0,0,0,0
29170,북구,202110,07,54190.7327,2403.6101,11884.8169,9638.8909,5508.755,3328.0163,8682.48
41000,경기,202110,07,789019.3632,52231.3118,212655.2698,141214.6687,98804.6197,52204.1113,8251.7305
41113,권선구,202110,07,28579.4806,2174.7706,6463.5353,4054.6318,3176.237,1971.3863,0
41135,분당구,202110,07,37697.792,348.4007,6405.529,7077.2969,8374.787,3408.47,131.55
36110,세종시,202110,07,20137.1889,1518.0038,4792.1589,3634.4546,2226.1609,1059.042,158.86
41171,만안구,202110,07,8005.9303,308.511,2551.4016,1597.8887,606.894,844.171,79.33
41210,광명시,202110,07,8579.6316,705.7158,3264.461,822.733,480.2838,385.2747,0
41173,동안구,202110,07,10031.1196,391.647,3087.4207,1357.1745,923.4967,547.023,0
41220,평택시,202110,07,53902.9365,5555.027,14687.2737,9106.3434,6485.5985,3330.8172,358.2523
41250,동두천시,202110,07,3213.8054,90.93,443.9174,788.5094,613.3012,286.68,274.135
41285,일산동구,202110,07,16540.908,1263.637,4935.1533,2678.1387,2344.267,1204.3936,0
41480,파주시,202110,07,34255.5816,3141.3147,8034.5418,6126.8425,3830.9983,2326.3889,249.4822
41390,시흥시,202110,07,21520.6912,2405.0033,6396.4049,4262.9685,2067.3072,856.2431,112.049
41410,군포시,202110,07,11075.4432,844.7624,3153.174,2459.769,1111.6607,646.137,0
41463,기흥구,202110,07,29414.4787,2091.6777,10293.3532,5223.5336,2331.4951,2406.6567,167.4
41830,양평군,202110,07,4753.0929,216.6183,528.2107,925.5615,1366.1373,699.4539,0
51230,삼척시,202110,07,3489.6603,101.6923,481.1909,864.6301,698.866,116.847,274.114
51000,강원,202110,07,189356.9666,9492.9865,33799.0873,36047.0089,29384.1183,13090.8361,15731.4364
41670,여주시,202110,07,12887.7506,650.6082,1982.6374,2546.5876,1966.4535,1015.9172,1155.5991
51730,횡성군,202110,07,1273.6803,0,208.4269,211.089,398.6705,159.347,0
41800,연천군,202110,07,2108.278,83.826,109.1498,863.1539,361.3144,53.11,226.0048
51770,정선군,202110,07,1130.81,80.05,40.45,284.52,141.48,229.34,39.69
43130,충주시,202110,07,30205.6463,1146.0975,4687.4632,5977.5366,4387.5029,2047.1309,5026.315
51780,철원군,202110,07,937.031,0,361.344,190.5,385.187,0,0
51830,양양군,202110,07,1673.2232,129.61,220.374,459.5118,371.2474,0,70.4208
51810,인제군,202110,07,369.0712,84.7512,38.85,123.81,0,0,0
43150,제천시,202110,07,9977.862,348.75,1869.7332,1926.7793,1887.7469,1037.1034,707.765
43760,괴산군,202110,07,151.9891,0,59.9891,52.2,0,39.8,0
44131,동남구,202110,07,27798.9983,2262.9063,6758.3729,5335.1835,3884.4642,2246.4814,2763.6594
44133,서북구,202110,07,57713.8484,4604.2272,14469.6506,9229.6019,5817.0902,3325.8439,5106.1516
44800,홍성군,202110,07,11994.637,473.322,3347.884,2739.4045,1515.6132,1108.1105,46.2
44810,예산군,202110,07,3990.1122,177.0875,677.5148,909.4521,750.6684,452.9858,321.655
44825,태안군,202110,07,2439.3016,109.427,573.9301,360,879.8635,319.4156,0
45000,전북,202110,07,161039.30152,7753.7926,29955.6245,29765.8779,25531.8879,12408.291,15824.41212
45720,진안군,202110,07,264.16,0,0,119.73,84.62,0,0
46710,담양군,202110,07,603.3205,144.9605,0,0,131.82,229.18,0
45730,무주군,202110,07,604.0818,0,84.233,215.7366,0,58.75,118.74
45740,장수군,202110,07,191.4077,0,0,119.88,0,0,0
45750,임실군,202110,07,542.04,0,0,225.98,59.4,197.26,0
46730,구례군,202110,07,464.264,0,0,235.09,59.93,0,84.254
46780,보성군,202110,07,690.9324,0,152.3381,84.24,163.78,0,73.3381
46790,화순군,202110,07,4180.2099,229.4877,399.496,1219.7548,719.6932,239.37,179.85
46810,강진군,202110,07,411.979,39.87,0,73.832,179.5059,0,58.95
47113,북구,202110,07,42136.7583,1605.8369,11419.0256,6528.6602,5611.3704,1881.008,5663.5777
47760,영양군,202110,07,0,0,0,0,0,0,0
47840,성주군,202110,07,240.5562,0,0,84.485,48.292,0,0
47130,경주시,202110,07,19533.2199,825.9901,3732.4982,5119.8461,2393.8609,1125.1455,1517.947
47110,포항시,202108,06,103633.0916,5076.9644,20684.7273,20626.1046,17094.2031,6453.3616,10697.5768
48120,창원시,202108,07,130377.1756,7016.7716,33001.48,23657.7514,17771.0182,6582.2368,9202.1374
41170,안양시,202108,07,32168.5226,1611.6509,11784.8808,3700.4558,2721.4342,1541.5933,572.879
41110,수원시,202108,07,120256.659,8183.9995,39418.9115,18707.5449,9040.2284,5779.5113,15.7985
41460,용인시,202108,07,123187.5244,6838.4044,43521.1474,20653.6074,8988.2603,6658.1066,262.4874
44130,천안시,202108,07,116105.8249,8812.6706,24261.6907,21942.485,15132.5632,5542.9225,11304.0083
45110,전주시,202108,07,90375.961,4993.7288,18266.124,16784.1478,11598.2333,6150.0052,12694.8839
41280,고양시,202108,07,91023.254,6718.2464,29055.4594,16758.2235,10109.0224,5726.4338,199.38
41130,성남시,202108,07,47769.8216,1900.4479,12811.0647,8655.6504,5050.1481,2796.2883,74.98
43110,청주시,202108,07,101263.9075,6180.2081,22113.843,16080.2384,11681.4457,5758.152,18294.4639
41270,안산시,202108,07,23882.406,2344.1822,7674.5382,4300.1357,2798.6223,1765.7087,114.9393
47110,포항시,202108,07,73882.4188,4394.8692,18088.8811,12097.5675,10065.9756,3631.3766,7167.6902
11560,영등포구,202108,06,25475.727,932.787,7261.8593,5195.4131,2163.7677,777.7154,4664.7794
26350,해운대구,202108,06,44349.397,3252.0073,10237.4238,8775.9243,5531.8807,2132.8264,2345.7032
27260,수성구,202108,06,20959.0094,550.366,3152.9316,4311.3742,3815.8085,2136.5036,2728.9927
41115,팔달구,202108,06,15257.3005,1407.978,3098.51,3253.304,1684.3083,1679.349,404.6885
41115,팔달구,202108,07,6056.3815,656.293,2066.48,798.278,518.0703,556.549,15.7985
41131,수정구,202108,07,5555.0242,347.1919,1120.2909,1016.9283,900.6607,680.2625,74.98
51760,평창군,202108,06,10809.9176,321.738,1004.0505,3222.9565,2406.1,1516.941,735.5056
44800,홍성군,202108,07,14317.6111,546.4418,4034.4848,2572.6756,2167.7564,673.8772,136.5721
45140,익산시,202108,06,53611.7738,2268.4822,7473.4569,10206.303,9019.8069,3507.1761,10464.2838
45730,무주군,202108,07,370.2981,0,83.33,0,228.2181,0,0
46110,목포시,202108,06,41990.1867,3083.0116,6225.6862,8194.5015,7056.6167,3388.3016,4157.4172
47000,경북,202108,07,234134.69338,12219.8131,57992.7578,40547.3576,35839.17663,12805.8712,16815.36005
47720,군위군,202108,06,2118.755,53.41,156.33,701.375,350.535,276.46,0
48270,밀양시,202108,06,16088.5395,421.1673,1368.4937,4774.421,4442.3356,1112.7071,314.39
48310,거제시,202108,07,42891.808,1943.4008,8378.3445,5108.3827,3421.5926,856.2741,11814.2214
46000,전남,202108,07,153143.7233,8575.2317,28454.371,28146.8949,19009.4152,9622.8232,23786.2967
46170,나주시,202108,07,24199.1337,1677.6004,5924.4252,4105.4209,3417.9589,1257.3719,280.2926
46730,구례군,202108,07,590.04,59.93,283.1071,0,119.86,127.1429,0
46790,화순군,202108,07,3503.3443,84.64,305.0273,962.0027,679.3803,314.5729,59.88
46770,고흥군,202108,07,810.3041,100.7783,109.3206,112.04,285.9852,59.89,0
46230,광양시,202108,07,15282.2918,554.555,1703.7352,2966.4467,1380.2683,687.6926,5150.76
45770,순창군,202108,07,385.7143,0,0,228.69,0,0,0
46110,목포시,202108,07,34166.7217,2079.1816,5855.7762,5881.6115,4682.0617,2567.7116,3961.5572
46830,영암군,202108,07,3147.347,59.92,264.46,808.934,580.484,478.9722,239.21
46910,신안군,202108,07,0,0,0,0,0,0,0
46870,영광군,202108,07,1699.8033,0,84.9655,691.5544,242.7645,281.4354,39.96
47111,남구,202108,07,22429.2907,1153.4434,5384.4361,4306.5805,3367.3189,1091.8428,1031.8322
47170,안동시,202108,07,8811.432,311.7069,2288.0581,2131.4964,1311.6486,914.3169,291.884
47190,구미시,202108,07,52493.95688,3645.743,16052.4791,7182.2973,6503.25823,2008.9539,4320.79225
46880,장성군,202108,07,1312.2759,0,84.9827,218.82,144.095,59.55,660.3
47113,북구,202108,07,51453.1281,3241.4258,12704.445,7790.987,6698.6567,2539.5338,6135.858
46810,강진군,202108,07,386.5833,0,84.9769,119.9664,0,58.95,84.89
46890,완도군,202108,07,458.34,59.76,84.6,144.52,84.65,0,0
46840,무안군,202108,07,10644.568,857.51,3157.0401,968.2051,1707.2805,784.3774,575.1433
46900,진도군,202108,07,313.9531,0,84.4984,144.6147,0,0,0
46820,해남군,202108,07,1882.1266,84.3979,445.8721,270.1634,59.55,158.509,0
47130,경주시,202108,07,19164.9541,680.698,4414.7519,3998.8641,3154.5557,1436.5429,612.152
47150,김천시,202108,07,13072.6373,446.039,2561.8974,1907.0874,2664.2448,786.5303,1738.4854
46860,함평군,202108,07,310.3414,0,0,51.49,51.95,83.4114,0
47900,예천군,202108,07,5855.2315,254.8584,1562.5351,1565.7219,1023.2065,321.6276,84.9931
47770,영덕군,202108,07,671.1678,0,241.4118,140.37,84.93,119.76,0
47920,봉화군,202108,07,234.9827,0,0,115.06,0,59.9311,0
47720,군위군,202108,07,167.705,0,0,84.59,0,0,0
47830,고령군,202108,07,524.024,51.8496,26.6472,188.2972,168.39,0,0
47820,청도군,202108,07,1433.5824,0,222.8363,333.9082,281.5084,76.4035,59.939
47840,성주군,202108,07,277.9527,0,0,84.8849,0,133.0878,0
47930,울진군,202108,07,1737.8647,0,333.7316,144.62,169.0625,0,491.2705
47730,의성군,202108,07,520.1797,58.65,0,0,40.2,0,139.1005
47210,영주시,202108,07,5195.7931,144.3433,1183.981,1265.2181,1287.2707,493.1652,0
47750,청송군,202108,07,150.9424,0,0,0,0,0,0
47850,칠곡군,202108,07,12775.8768,372.8527,2809.4571,2163.1628,2284.7846,332.7553,430.1435
47760,영양군,202108,07,51.655,0,51.655,0,0,0,0
47230,영천시,202108,07,6605.3621,485.066,822.1387,1445.6049,1597.4712,401.6645,164.6845
47280,문경시,202108,07,2247.6367,194.32,289.5187,191.885,228.46,327.545,0
47250,상주시,202108,07,4149.9081,248.2802,927.7004,748.9172,1200.267,290.97,49.97
47290,경산시,202108,07,24109.4296,930.5368,6115.0773,4757.8047,3773.9428,1471.2406,1264.2551
48127,마산회원구,202108,07,28158.3371,1197.0129,6735.2387,4428.1316,3390.636,1345.5668,4222.3654
48121,의창구,202108,07,14556.5693,1025.4192,3854.4339,3055.8311,2387.2588,556.9801,177.06
48129,진해구,202108,07,27780.6752,1493.5773,6215.8114,6406.842,4143.8789,1724.3236,134.56
48123,성산구,202108,07,36894.0244,2349.3589,10374.3626,5961.8291,4146.9407,1091.096,3157.73
48250,김해시,202108,07,96622.1337,4146.9912,21981.4236,18128.6702,9453.2829,4135.5123,10984.5731
48740,창녕군,202108,07,2476.3322,0,204.8345,572.3908,298.5563,352.1079,90.8048
48170,진주시,202108,07,43990.1503,2345.3352,12936.4638,9712.2214,5561.4685,1942.5259,562.4923
48270,밀양시,202108,07,6929.9365,314.8073,1056.4837,2261.708,1061.0156,852.7271,74.65
48720,의령군,202108,07,321.005,0,82.965,166.24,71.8,0,0
48125,마산합포구,202108,07,22987.5696,951.4033,5821.6334,3805.1176,3702.3038,1864.2703,1510.422
47150,김천시,202110,07,10477.4002,233.3268,2534.8667,2223.4074,1455.2817,1188.786,446.4124
47230,영천시,202110,07,7183.6701,402.1146,998.2314,1550.0282,1528.6996,767.9173,47.1934
47250,상주시,202110,07,4880.9208,307.6648,1336.2154,1082.6202,908.6317,200.722,0
47730,의성군,202110,07,595.28,0,59.7,99.995,105.64,84.47,76.0268
47170,안동시,202110,07,6757.707,346.4486,927.7679,1489.677,1133.6352,803.4274,141.729
47830,고령군,202110,07,921.0227,81.1612,73.7405,73.7405,345.06,26.94,0
47280,문경시,202110,07,2530.3528,47.16,465.9091,900.9309,265.5481,0,119.9562
48125,마산합포구,202110,07,31150.849,989.837,6596.6079,6813.6861,4468.1645,2343.431,2044.8742
47850,칠곡군,202110,07,10629.502,556.823,2404.1715,2713.0351,1520.2126,412.5367,501.4206
48240,사천시,202110,07,11702.7759,589.3862,1922.8702,2162.9354,1253.1813,422.9175,1578.308
47920,봉화군,202110,07,326.4696,0,84.499,45.13,0,0,0
48270,밀양시,202110,07,6714.9307,0,1197.2713,1775.2544,1222.397,517.4067,84.9948
47930,울진군,202110,07,1190.8325,0,325.5414,247.36,191.7338,92.6,0
48123,성산구,202110,07,33199.1462,2680.7898,9345.8118,5178.2135,3171.7039,1062.8037,3762.2658
48860,산청군,202110,07,348.9937,0,84.3037,0,204.75,0,0
48310,거제시,202110,07,48253.6592,1252.2439,6082.9111,4794.5053,4453.4434,1744.7525,21547.764
48820,고성군,202110,07,2486.316,79.8177,532.7272,659.3399,731.4326,65.17,0
48870,함양군,202110,07,892.7128,169.2083,253.2393,82.26,0,133.17,84.9626
48840,남해군,202110,07,454.1878,0,143.6749,0,0,0,0
48720,의령군,202110,07,816.536,68.32,161.62,344.726,84.16,82.08,0
48850,하동군,202110,07,1036.5444,0,56.67,229.7009,269.1937,0,0
43730,옥천군,202110,07,1535.3068,143.1511,527.5082,492.9503,39.95,84.495,0
43770,음성군,202110,07,6832.1457,491.6835,303.6677,1031.0541,1341.597,669.6639,627.9295
45111,완산구,202110,07,31859.28032,999.2618,5544.6005,5628.8022,5589.5641,3060.5438,3992.56012
45180,정읍시,202110,07,4793.2825,445.226,839.4871,727.7854,1187.0868,529.8231,233.899
45113,덕진구,202110,07,39278.4158,2576.7076,8277.2079,5575.1708,5552.369,2697.4803,3346.0845
45710,완주군,202110,07,6492.6827,615.1693,1092.6359,1089.5505,783.4916,597.189,475.1953
45770,순창군,202110,07,367.1743,0,77.8361,169.9282,59.86,0,0
46170,나주시,202110,07,19461.8805,1494.244,4309.7694,4061.5928,2917.5267,1543.7951,306.459
46800,장흥군,202110,07,460.745,113.8,0,59.99,79.29,0,0
46890,완도군,202110,07,585.5983,59.9171,212.2612,0,164.71,80.37,0
